node_idx,label,pred_full,conf_full,is_correct_full,gate,u_text,conf_text,conf_graph,homophily
7041,1,1,0.9229735732078552,True,0.223974347114563,0.3954223394393921,0.9072965383529663,0.9999741315841675,0.0
7376,1,1,0.8272647857666016,True,0.18244750797748566,0.518624484539032,0.8457472920417786,0.9970132112503052,0.0
7268,0,0,0.7924710512161255,True,0.08410029113292694,0.780902087688446,0.5102630853652954,0.9883403778076172,0.0
6961,0,0,0.9964285492897034,True,0.20473812520503998,0.3173096776008606,0.9416031837463379,0.9999105930328369,0.0
5813,0,0,0.9822282195091248,True,0.17263910174369812,0.42838385701179504,0.9000392556190491,0.9994908571243286,0.0
7590,1,1,0.7346504926681519,True,0.19751852750778198,0.485502690076828,0.8584123253822327,0.9791601300239563,0.0
4977,0,1,0.7016152739524841,False,0.13752184808254242,0.637773334980011,0.7252652049064636,0.9733405709266663,0.0
1227,0,0,0.98894202709198,True,0.162033349275589,0.42627158761024475,0.8658387660980225,0.9997460246086121,0.0
4718,1,1,0.9889842867851257,True,0.2296961396932602,0.37553122639656067,0.9130929708480835,0.9999998807907104,0.0
2713,1,1,0.9259545207023621,True,0.2451612502336502,0.34515661001205444,0.9346957206726074,0.9999561309814453,0.0
54,0,0,0.991866409778595,True,0.1519680619239807,0.48839879035949707,0.8557695150375366,0.9999579191207886,0.0
4886,0,1,0.5990652441978455,False,0.1507321298122406,0.6346002221107483,0.7280107736587524,0.9331989884376526,0.0
7538,1,1,0.9525226354598999,True,0.22383908927440643,0.3983355760574341,0.9079363942146301,0.9999971389770508,0.0
7613,1,1,0.972841739654541,True,0.2693909704685211,0.27456021308898926,0.957912802696228,0.9999994039535522,0.0
2188,0,0,0.7586141228675842,True,0.08733820170164108,0.7407297492027283,0.5115511417388916,0.9759138226509094,0.0
3173,1,1,0.7719588279724121,True,0.168263241648674,0.5610369443893433,0.8054690361022949,0.9789811968803406,0.0
8275,1,1,0.827476441860199,True,0.15086352825164795,0.5968257188796997,0.7785114049911499,0.9976317882537842,0.0
2957,0,0,0.6886340379714966,True,0.11432693153619766,0.6343536972999573,0.6507970690727234,0.9521982073783875,0.0
2422,0,0,0.974297821521759,True,0.15824687480926514,0.46865200996398926,0.8696134686470032,0.9995529055595398,0.0
8231,1,0,0.5241777896881104,False,0.10143153369426727,0.8076266050338745,0.5523167848587036,0.9213002324104309,0.0
1145,0,0,0.9849333167076111,True,0.17593994736671448,0.4080665111541748,0.9019443392753601,0.9996078610420227,0.0
7171,1,1,0.9866993427276611,True,0.26176080107688904,0.2978644371032715,0.9513738751411438,1.0,0.0
4466,1,1,0.9671677947044373,True,0.25485771894454956,0.32017838954925537,0.9455336332321167,0.9999983310699463,0.0
4508,0,0,0.9956257343292236,True,0.16755639016628265,0.4320058226585388,0.8866193294525146,0.9999501705169678,0.0
4488,0,0,0.9902513027191162,True,0.1234143003821373,0.5762467980384827,0.7646764516830444,0.9998900890350342,0.0
1595,0,0,0.6524449586868286,True,0.10682016611099243,0.7340748906135559,0.5942767858505249,0.9487152695655823,0.0
7178,1,1,0.9761042594909668,True,0.240718275308609,0.3530287742614746,0.9284268021583557,0.9999995231628418,0.0
7009,1,1,0.9922812581062317,True,0.27328789234161377,0.2611599564552307,0.9606248140335083,0.9999997615814209,0.0
113,0,0,0.9997068047523499,True,0.23627275228500366,0.22855518758296967,0.9730079174041748,0.9999997615814209,0.0
5201,1,1,0.8796982169151306,True,0.23568293452262878,0.3617572486400604,0.9205957055091858,0.999467670917511,0.0
6775,0,0,0.685552179813385,True,0.1376255601644516,0.6573126912117004,0.7286909222602844,0.9711454510688782,0.0
6576,1,1,0.7519849538803101,True,0.19024156033992767,0.5093252658843994,0.8447800278663635,0.9755212664604187,0.0
4118,1,1,0.9443892240524292,True,0.12487627565860748,0.6058521270751953,0.6901507377624512,0.9998675584793091,0.0
6231,0,0,0.7628078460693359,True,0.09235566109418869,0.6414443254470825,0.5222641825675964,0.9788333773612976,0.0
2609,1,1,0.7039786577224731,True,0.11314269155263901,0.7355633974075317,0.6362573504447937,0.9584597945213318,0.0
425,1,1,0.6691449284553528,True,0.13532257080078125,0.6839559674263,0.7117676734924316,0.9555007815361023,0.0
3648,1,1,0.6843191385269165,True,0.15730440616607666,0.6052452921867371,0.7672565579414368,0.9588046669960022,0.0
3244,1,1,0.9324950575828552,True,0.1914820522069931,0.482902854681015,0.8600020408630371,0.9999675750732422,0.0
2899,1,0,0.9172825813293457,False,0.12243157625198364,0.5968130826950073,0.7658664584159851,0.9990612864494324,0.0
5851,0,0,0.7625101804733276,True,0.08823132514953613,0.8117240071296692,0.5666602849960327,0.9835066795349121,0.0
2946,1,1,0.8039320707321167,True,0.11284802854061127,0.6615782976150513,0.6479844450950623,0.9917512536048889,0.0
7896,0,0,0.5518664717674255,True,0.10139933228492737,0.7148717045783997,0.5162860155105591,0.9122185111045837,0.0
6806,1,1,0.9005458354949951,True,0.25219735503196716,0.32355910539627075,0.9409430623054504,0.9993681311607361,0.0
1737,0,0,0.9950999617576599,True,0.13391642272472382,0.534171462059021,0.799812376499176,0.9999269247055054,0.0
7482,1,1,0.9759082794189453,True,0.21924100816249847,0.4052370488643646,0.9002305865287781,0.9999995231628418,0.0
3028,1,1,0.758735179901123,True,0.16600827872753143,0.5822635293006897,0.8079981803894043,0.9823682904243469,0.0
5636,1,1,0.939238429069519,True,0.22677066922187805,0.3988385498523712,0.9142667651176453,0.999976634979248,0.0
5356,1,1,0.8459905385971069,True,0.14807699620723724,0.6178534030914307,0.7760924696922302,0.9989111423492432,0.0
7666,1,1,0.9609703421592712,True,0.23404951393604279,0.3726666569709778,0.9211651682853699,0.9999984502792358,0.0
4868,0,0,0.9802008867263794,True,0.1687432825565338,0.43251997232437134,0.8901933431625366,0.9997584223747253,0.0
7196,1,1,0.945369303226471,True,0.19421909749507904,0.47188737988471985,0.8634020686149597,0.9999897480010986,0.0
520,1,1,0.9374555349349976,True,0.2420566827058792,0.3522526025772095,0.9308267831802368,0.9999736547470093,0.0
3976,1,0,0.718551754951477,False,0.09131401032209396,0.749277651309967,0.54389888048172,0.9655334949493408,0.0
4383,1,1,0.9819045662879944,True,0.279191255569458,0.24780921638011932,0.9668685793876648,0.9999996423721313,0.0
5469,1,1,0.8398029804229736,True,0.16793131828308105,0.5423082113265991,0.8136030435562134,0.9969532489776611,0.0
3497,0,0,0.9905064702033997,True,0.20624315738677979,0.3199695646762848,0.9460413455963135,0.9997649788856506,0.0
5972,0,0,0.9345353245735168,True,0.11769698560237885,0.6151602268218994,0.7437864542007446,0.9973480701446533,0.0
5346,1,0,0.6039595603942871,False,0.1234913021326065,0.7056462168693542,0.6648724675178528,0.949601948261261,0.0
5999,1,1,0.895540714263916,True,0.12610073387622833,0.6326380372047424,0.7021347880363464,0.9997525811195374,0.0
1209,1,1,0.6629741787910461,True,0.199482262134552,0.4917528033256531,0.844397783279419,0.9571734666824341,0.0
701,1,1,0.7109180092811584,True,0.12084701657295227,0.6662430763244629,0.6633070111274719,0.9681888818740845,0.0
2260,1,1,0.7152773141860962,True,0.12474817037582397,0.6848992109298706,0.6906708478927612,0.9750367999076843,0.0
7371,1,1,0.6947885155677795,True,0.1751863956451416,0.5608375668525696,0.8181200623512268,0.9720495939254761,0.0
5818,1,1,0.9189442992210388,True,0.18253713846206665,0.526141881942749,0.8501649498939514,0.9999313354492188,0.0
3568,1,1,0.731307327747345,True,0.126395583152771,0.7005436420440674,0.7024964094161987,0.9764997959136963,0.0
2522,0,0,0.996376097202301,True,0.18885475397109985,0.369488000869751,0.9232638478279114,0.9999878406524658,0.0
3593,1,1,0.6543463468551636,True,0.2058858722448349,0.48975154757499695,0.8544009923934937,0.9529358744621277,0.0
7584,0,1,0.7439391016960144,False,0.14702287316322327,0.6072580218315125,0.7635237574577332,0.9900009632110596,0.0
7377,1,1,0.6596091389656067,True,0.17970825731754303,0.5580740571022034,0.8099251985549927,0.9518139958381653,0.0
1773,0,0,0.9506652355194092,True,0.1450648009777069,0.5278511643409729,0.8432741761207581,0.9992077946662903,0.0
3400,1,1,0.727145254611969,True,0.1982705295085907,0.4884214401245117,0.8505290150642395,0.9676037430763245,0.0
1133,1,1,0.9509769678115845,True,0.16878530383110046,0.5326642394065857,0.8152116537094116,0.9999725818634033,0.0
5574,1,1,0.8051890730857849,True,0.18154558539390564,0.5326398611068726,0.8437217473983765,0.9920400381088257,0.0
8273,0,0,0.6376940608024597,True,0.09501797705888748,0.7599294781684875,0.5430912971496582,0.9449666738510132,0.0
3993,1,0,0.7249696850776672,False,0.08998388051986694,0.7630314230918884,0.5583088994026184,0.9781213402748108,0.0
4673,1,1,0.8847558498382568,True,0.15372687578201294,0.5972369909286499,0.7888773679733276,0.9997208714485168,0.0
6087,1,1,0.9764934778213501,True,0.22183789312839508,0.3919220268726349,0.9016655087471008,0.9999986886978149,0.0
3665,1,1,0.9943401217460632,True,0.2609488368034363,0.298206627368927,0.9499608278274536,1.0,0.0
2769,1,0,0.5767784714698792,False,0.10302306711673737,0.7485244870185852,0.544442355632782,0.9217419028282166,0.0
3504,1,1,0.5265272855758667,True,0.09548353403806686,0.7727883458137512,0.5025675892829895,0.9156623482704163,0.0
5651,1,0,0.8205803036689758,False,0.10376961529254913,0.655647337436676,0.6530103087425232,0.9877321720123291,0.0
2606,0,0,0.9739826917648315,True,0.14405477046966553,0.5044817924499512,0.8306354880332947,0.9994291663169861,0.0
7021,1,1,0.9494400024414062,True,0.2755604684352875,0.25904056429862976,0.9640327095985413,0.9999868869781494,0.0
2909,1,1,0.7759853601455688,True,0.13006903231143951,0.659521222114563,0.718163013458252,0.9903532266616821,0.0
4857,1,1,0.8181360960006714,True,0.25826579332351685,0.31434354186058044,0.9415988326072693,0.9906477332115173,0.0
2759,1,0,0.5809100270271301,False,0.10874757915735245,0.7619930505752563,0.6124503016471863,0.9503976702690125,0.0
5029,1,1,0.9891687631607056,True,0.2524434030056,0.3266414403915405,0.942984402179718,0.9999998807907104,0.0
1292,0,0,0.753057599067688,True,0.1419675499200821,0.5518320202827454,0.7826110124588013,0.9674587249755859,0.0
332,1,1,0.6780229210853577,True,0.13834889233112335,0.6553098559379578,0.7294149398803711,0.9697469472885132,0.0
2215,0,0,0.9152045845985413,True,0.16262926161289215,0.4603593945503235,0.8764230012893677,0.9970349073410034,0.0
2829,0,0,0.8845239877700806,True,0.14613182842731476,0.5164569616317749,0.8321841955184937,0.9932070374488831,0.0
6142,0,0,0.8063543438911438,True,0.09801359474658966,0.7209455966949463,0.6287204623222351,0.9856593608856201,0.0
115,1,1,0.9696099758148193,True,0.2530704140663147,0.32500648498535156,0.9436642527580261,0.9999995231628418,0.0
4989,1,1,0.5132626891136169,True,0.16223885118961334,0.6509726047515869,0.7330759167671204,0.8989999294281006,0.0
3875,1,1,0.6480780243873596,True,0.11328437179327011,0.7370808720588684,0.6286630630493164,0.9505819082260132,0.0
3932,0,0,0.9975675344467163,True,0.20145617425441742,0.3312934339046478,0.9397041201591492,0.9999938011169434,0.0
4842,0,0,0.904456615447998,True,0.11404502391815186,0.6544445753097534,0.7324401140213013,0.9948217868804932,0.0
7112,1,1,0.9974790215492249,True,0.26828569173812866,0.2763402462005615,0.9564642906188965,1.0,0.0
5557,0,0,0.9799798727035522,True,0.17416279017925262,0.41169553995132446,0.8973816633224487,0.9992294311523438,0.0
4582,0,0,0.8240295052528381,True,0.1328730583190918,0.5677114129066467,0.7866000533103943,0.9880228042602539,0.0
608,1,1,0.920188307762146,True,0.2264394760131836,0.40081122517585754,0.914009153842926,0.9997583031654358,0.0
1515,1,0,0.6723315119743347,False,0.09266810864210129,0.799394428730011,0.5436769723892212,0.9496436715126038,0.0
1243,1,1,0.8664147853851318,True,0.1452866494655609,0.6133037209510803,0.765986442565918,0.9993410706520081,0.0
7723,1,1,0.9621684551239014,True,0.2784726023674011,0.25134092569351196,0.9667351245880127,0.9999879598617554,0.0
3172,1,1,0.8679839372634888,True,0.23040056228637695,0.38242974877357483,0.9155849814414978,0.998611569404602,0.0
1006,0,0,0.9934266805648804,True,0.13529491424560547,0.563691258430481,0.8173261880874634,0.9999420642852783,0.0
4691,0,0,0.9971621632575989,True,0.20328958332538605,0.32560035586357117,0.9417926073074341,0.9999939203262329,0.0
6661,0,1,0.6938217878341675,False,0.1965886801481247,0.49989816546440125,0.85240238904953,0.9701799750328064,0.0
4349,1,1,0.9798966646194458,True,0.2636379599571228,0.2910009026527405,0.9526467323303223,0.9999997615814209,0.0
7976,1,1,0.5571992993354797,True,0.11559618264436722,0.7390912771224976,0.6317383646965027,0.9434192180633545,0.0
2775,0,1,0.6490886807441711,False,0.120808906853199,0.6958237290382385,0.6601110100746155,0.95793616771698,0.0
8126,1,1,0.8505860567092896,True,0.18277569115161896,0.49866071343421936,0.8406901359558105,0.9969179630279541,0.0
4732,1,1,0.9879648685455322,True,0.2547398805618286,0.3182384967803955,0.9446840286254883,1.0,0.0
6360,1,1,0.9896665811538696,True,0.2573022246360779,0.310440331697464,0.9470453858375549,1.0,0.0
6660,1,1,0.7715384364128113,True,0.2074882835149765,0.4596712291240692,0.8801177144050598,0.9866770505905151,0.0
8068,1,1,0.713078498840332,True,0.22412952780723572,0.4427597224712372,0.8886485695838928,0.9621622562408447,0.0
1181,0,0,0.9958449006080627,True,0.2011829912662506,0.3242640197277069,0.9359745979309082,0.99996018409729,0.0
3640,1,1,0.9545596241950989,True,0.21880757808685303,0.3897401690483093,0.8943974375724792,0.9999297857284546,0.0
6640,1,1,0.9294350743293762,True,0.20647571980953217,0.4511280655860901,0.8859333395957947,0.9999706745147705,0.0
3865,0,0,0.9989340901374817,True,0.2401709109544754,0.21642427146434784,0.9754678606987,0.9999974966049194,0.0
5853,1,1,0.9369902014732361,True,0.195381760597229,0.47142601013183594,0.8660207986831665,0.9999171495437622,0.0
7126,1,1,0.9911764860153198,True,0.2641267776489258,0.29159781336784363,0.9537532329559326,1.0,0.0
7736,1,1,0.830775797367096,True,0.18983379006385803,0.49395671486854553,0.8577820062637329,0.9979204535484314,0.0
412,0,0,0.992214024066925,True,0.12581780552864075,0.5874515175819397,0.7813267707824707,0.9998959302902222,0.0
1728,1,1,0.6168684959411621,True,0.14805343747138977,0.6692215204238892,0.7330129146575928,0.9373490810394287,0.0
4386,1,1,0.6764388680458069,True,0.21958938241004944,0.47054898738861084,0.8708032369613647,0.9450036883354187,0.0
4870,1,1,0.7791799902915955,True,0.15576902031898499,0.6010299324989319,0.787499189376831,0.9876635670661926,0.0
5903,0,0,0.6431060433387756,True,0.10057564824819565,0.7611575126647949,0.6123365759849548,0.9581330418586731,0.0
6781,1,1,0.9724000096321106,True,0.23089256882667542,0.3809283673763275,0.9172736406326294,0.9999992847442627,0.0
7719,1,1,0.6102187633514404,True,0.18798400461673737,0.5675724744796753,0.8082171082496643,0.9269344210624695,0.0
2420,0,0,0.7621806859970093,True,0.12472864240407944,0.590707004070282,0.7477693557739258,0.9833142757415771,0.0
6018,0,1,0.9840972423553467,False,0.18695537745952606,0.4452761113643646,0.8374693393707275,0.9999997615814209,0.0
4404,1,1,0.6964384913444519,True,0.1143113300204277,0.721190333366394,0.6408369541168213,0.9609354734420776,0.0
283,1,1,0.5238735675811768,True,0.15962789952754974,0.6053920984268188,0.7380016446113586,0.9243183732032776,0.0
1125,0,0,0.9632627367973328,True,0.16453181207180023,0.44050994515419006,0.8786290287971497,0.999092698097229,0.0
4078,1,1,0.8296513557434082,True,0.15421795845031738,0.5979626178741455,0.7888273000717163,0.9969227910041809,0.0
3559,1,1,0.9277732968330383,True,0.20893965661525726,0.4329225718975067,0.8859766125679016,0.9999566078186035,0.0
3915,1,1,0.5967320799827576,True,0.10207758843898773,0.7915932536125183,0.5558162331581116,0.9269241690635681,0.0
3512,1,1,0.8556144833564758,True,0.23865562677383423,0.3328988552093506,0.9148026704788208,0.9965001344680786,0.0
6033,0,0,0.8182699084281921,True,0.08773034065961838,0.6791650056838989,0.5182331800460815,0.9879937171936035,0.0
7324,0,0,0.883419394493103,True,0.12708990275859833,0.5643138289451599,0.7723328471183777,0.9961031675338745,0.0
4815,0,1,0.6583185195922852,False,0.17761752009391785,0.5522503852844238,0.8035208582878113,0.9525980353355408,0.0
5010,0,0,0.7748652696609497,True,0.14119456708431244,0.5481176972389221,0.7921328544616699,0.9752705097198486,0.0
6423,0,1,0.7378135919570923,False,0.18015144765377045,0.532912015914917,0.8261255025863647,0.9753437638282776,0.0
6798,0,1,0.7254658937454224,False,0.18613608181476593,0.5215044021606445,0.8332581520080566,0.9700877666473389,0.0
2551,1,1,0.8491166830062866,True,0.24119426310062408,0.3563940227031708,0.927567183971405,0.9966511130332947,0.0
3429,1,1,0.7237848043441772,True,0.11367585510015488,0.6952136158943176,0.641828179359436,0.970981240272522,0.0
509,1,1,0.9662591814994812,True,0.26155009865760803,0.2992222011089325,0.9514187574386597,0.9999983310699463,0.0
4874,0,0,0.978471577167511,True,0.15233786404132843,0.4911259114742279,0.8573319315910339,0.9995099306106567,0.0
5090,0,0,0.8989235162734985,True,0.11950875073671341,0.6146880984306335,0.7480792999267578,0.9940658807754517,0.0
2700,1,1,0.9534661173820496,True,0.21456505358219147,0.40077638626098633,0.888623058795929,0.999994158744812,0.0
5175,0,0,0.9881551265716553,True,0.12470627576112747,0.5699934959411621,0.7685747742652893,0.9996410608291626,0.0
6215,1,1,0.8958112597465515,True,0.21751701831817627,0.4200682044029236,0.9005692601203918,0.9993409514427185,0.0
3598,0,1,0.7445616126060486,False,0.10846756398677826,0.6938928961753845,0.6248818635940552,0.9793425798416138,0.0
6624,0,0,0.9816744923591614,True,0.10061322897672653,0.7056982517242432,0.6667280197143555,0.9994075298309326,0.0
1108,0,0,0.9991247057914734,True,0.2083553671836853,0.3087312579154968,0.9467907547950745,0.9999983310699463,0.0
28,0,0,0.9995856881141663,True,0.23382289707660675,0.23460502922534943,0.970672607421875,0.9999986886978149,0.0
7958,1,0,0.6860783100128174,False,0.10101437568664551,0.7511575222015381,0.5696290731430054,0.9505835771560669,0.0
6289,0,0,0.976738691329956,True,0.15272307395935059,0.4894101321697235,0.8581358790397644,0.9995444416999817,0.0
6488,1,1,0.9379575252532959,True,0.2452206164598465,0.3439638912677765,0.9344606995582581,0.999988317489624,0.0
8007,1,1,0.8627097010612488,True,0.0915272906422615,0.635173499584198,0.5298923850059509,0.9957173466682434,0.0
5936,1,1,0.6686014533042908,True,0.13479676842689514,0.6673486232757568,0.7076324224472046,0.9574896693229675,0.0
3679,1,1,0.90146803855896,True,0.1488889902830124,0.5909591317176819,0.7719770073890686,0.9999071359634399,0.0
7215,1,1,0.9908931255340576,True,0.2581746578216553,0.3062915503978729,0.9473544955253601,1.0,0.0
2305,0,0,0.972480833530426,True,0.19063907861709595,0.35847482085227966,0.9222854971885681,0.9994264841079712,0.0
996,1,1,0.8650187253952026,True,0.23670758306980133,0.36438584327697754,0.9229244589805603,0.9987745881080627,0.0
5409,1,1,0.5465577244758606,True,0.17585989832878113,0.5878641605377197,0.771340548992157,0.9168318510055542,0.0
4051,1,1,0.7325729131698608,True,0.1168782189488411,0.725813627243042,0.6631657481193542,0.9704527258872986,0.0
5840,1,1,0.6861228346824646,True,0.16129885613918304,0.5838168263435364,0.7799888849258423,0.9658198356628418,0.0
3098,1,1,0.9256119132041931,True,0.2501380145549774,0.3222523331642151,0.9370427131652832,0.9999270439147949,0.0
4174,1,1,0.7943670153617859,True,0.10635779798030853,0.689470648765564,0.6236651539802551,0.9913769960403442,0.0
302,0,0,0.6405777931213379,True,0.0897013247013092,0.8266496062278748,0.5183774828910828,0.951138436794281,0.0
5482,1,1,0.7992238402366638,True,0.12694497406482697,0.6796987652778625,0.7117971777915955,0.9910813570022583,0.0
1971,0,0,0.9996380805969238,True,0.24500392377376556,0.2008407860994339,0.9789859056472778,0.9999988079071045,0.0
1086,1,1,0.9600491523742676,True,0.2570309042930603,0.3139015734195709,0.9476478099822998,0.9999977350234985,0.0
4486,1,1,0.9950727820396423,True,0.2823847234249115,0.24014930427074432,0.9700283408164978,1.0,0.0
4270,1,1,0.5582987070083618,True,0.14152009785175323,0.6747922301292419,0.6857906579971313,0.9141958355903625,0.0
5847,1,1,0.6345240473747253,True,0.16895447671413422,0.5909446477890015,0.7727310657501221,0.9349130988121033,0.0
1909,1,1,0.9246281981468201,True,0.22263629734516144,0.40505170822143555,0.9074326753616333,0.9999561309814453,0.0
5637,1,1,0.766639232635498,True,0.22293193638324738,0.4044395685195923,0.8982471823692322,0.9884147644042969,0.0
169,0,0,0.7624750137329102,True,0.08968116343021393,0.7333894371986389,0.5522308349609375,0.9825933575630188,0.0
836,0,0,0.9257026314735413,True,0.0988842099905014,0.6669345498085022,0.6336452960968018,0.9964040517807007,0.0
7289,1,1,0.9752181172370911,True,0.23532144725322723,0.3606640696525574,0.9199612736701965,0.9999991655349731,0.0
7881,1,1,0.8884639143943787,True,0.15922480821609497,0.579983651638031,0.8008164167404175,0.9996800422668457,0.0
1048,0,0,0.9993845224380493,True,0.22349166870117188,0.26362547278404236,0.9616069197654724,0.999998927116394,0.0
4833,1,1,0.9677143692970276,True,0.25798583030700684,0.30644550919532776,0.947045624256134,0.9999991655349731,0.0
6190,0,0,0.9866047501564026,True,0.1311696618795395,0.5315747857093811,0.7856630682945251,0.9997102618217468,0.0
1481,0,0,0.9992864727973938,True,0.22547437250614166,0.26040035486221313,0.9644784331321716,0.9999988079071045,0.0
7237,1,1,0.9943786263465881,True,0.2687378227710724,0.2775930166244507,0.9577081799507141,1.0,0.0
2463,1,0,0.5796656012535095,False,0.09765199571847916,0.7479138374328613,0.5168372392654419,0.9243870377540588,0.0
1466,0,0,0.9807894825935364,True,0.1616968810558319,0.4624328911304474,0.8791191577911377,0.9996731281280518,0.0
2339,1,1,0.8892329335212708,True,0.1007339358329773,0.6278248429298401,0.5834568738937378,0.9986476302146912,0.0
6492,1,1,0.7306079268455505,True,0.1372968554496765,0.6361685395240784,0.7283661961555481,0.9781201481819153,0.0
5239,0,0,0.7017658352851868,True,0.08654967695474625,0.789648175239563,0.5159353017807007,0.9745748043060303,0.0
3009,1,1,0.9521414637565613,True,0.19340264797210693,0.4765090048313141,0.8628067970275879,0.9999967813491821,0.0
5718,0,0,0.9951230883598328,True,0.18380902707576752,0.3814178705215454,0.9143007397651672,0.9999444484710693,0.0
3632,1,1,0.8877639770507812,True,0.22910068929195404,0.3927929103374481,0.9171217083930969,0.9998157620429993,0.0
324,1,0,0.6596399545669556,False,0.08804961293935776,0.790978729724884,0.5024897456169128,0.953620970249176,0.0
2617,1,1,0.9231757521629333,True,0.19800317287445068,0.46658995747566223,0.8708713054656982,0.9999690055847168,0.0
5613,0,0,0.7985892295837402,True,0.15153862535953522,0.5147809982299805,0.8389041423797607,0.9860526323318481,0.0
2363,1,1,0.5053181648254395,True,0.11068516224622726,0.6872453093528748,0.5543870329856873,0.9087120294570923,0.0
2118,1,0,0.5182479023933411,False,0.09963057190179825,0.7786939144134521,0.5267388224601746,0.9042709469795227,0.0
1566,0,0,0.9198091626167297,True,0.10498824715614319,0.6980667114257812,0.6903500556945801,0.995559573173523,0.0
6939,1,1,0.6117387413978577,True,0.11288632452487946,0.6828892230987549,0.6171566247940063,0.9538453221321106,0.0
8113,1,1,0.8461172580718994,True,0.14426790177822113,0.583977460861206,0.7540269494056702,0.9983534812927246,0.0
5887,0,0,0.5095407962799072,True,0.1018245592713356,0.7520527243614197,0.558451235294342,0.9373811483383179,0.0
7808,1,1,0.733542799949646,True,0.10542753338813782,0.639807403087616,0.5781312584877014,0.9617406725883484,0.0
2207,1,1,0.7595968842506409,True,0.11707903444766998,0.638740599155426,0.6548895239830017,0.9841679930686951,0.0
3981,0,0,0.9243028163909912,True,0.17664788663387299,0.4015001654624939,0.89974045753479,0.9987767338752747,0.0
805,0,0,0.7996589541435242,True,0.08900434523820877,0.7422534227371216,0.5596291422843933,0.9892515540122986,0.0
1441,0,0,0.9933862090110779,True,0.16772109270095825,0.4393806457519531,0.8900942802429199,0.9999420642852783,0.0
6334,1,1,0.8696179986000061,True,0.1253536492586136,0.6399665474891663,0.7005487680435181,0.9986957907676697,0.0
297,0,0,0.9954343438148499,True,0.19394241273403168,0.3527315557003021,0.9296322464942932,0.9999551773071289,0.0
4060,1,1,0.8822875022888184,True,0.17632956802845,0.5206644535064697,0.8318046927452087,0.9991181492805481,0.0
920,1,1,0.6924643516540527,True,0.14567147195339203,0.6215965151786804,0.7476836442947388,0.9721231460571289,0.0
585,1,1,0.8911960124969482,True,0.1880992203950882,0.48466387391090393,0.8512338995933533,0.9986214637756348,0.0
6260,1,1,0.7313855290412903,True,0.1786859631538391,0.5380256772041321,0.822643518447876,0.9740632176399231,0.0
